,0,1
21,tnM37Gdwr5RaFkDRXBHavg,"I live close by so I have been to this location a few times (because it's convenient). I have refrained from giving a review because the first few times I would have given a rating of 1-2 stars and I have really wanted to give this place a chance.... The wait staff has forgotten to bring food/drinks/utensils/the bill, and this is when they have showed up to the table at all. I thought at times the wait staff thought the patrons visited this place for the seats and the TVs. That being said, last night my visit was surprisingly extremely pleasant. I am doing a ten day detox which has many dietary restrictions (today is my last day whooohooo) needless to say what I can eat wasn't on the menu. When the waitress came I gave her a long, specific list of what I wanted and what I didn't want on my salad. My mother and daughter ordered from the menu. The manager came by to ask how I preferred the peppers. Once the food was ready it was brought to our table and all in a very timely manner, honestly based on past experience I was shocked the food came quickly. The manager brought the salad himself indicating it had all fresh items (I politely thanked him and smiled but doubted the statement) when I started eating I had no doubt that the items were fresh the onions had a kick to them, the tomato was great everything on my salad was perfect. Both my mom and daughter enjoyed their food also, there were no complaints. The waitress had forgotten the forks but she realized immediately and didn't give us a chance to ask for them so I won't count that against her. All in all it was a very surprisingly pleasant experience. The time prior to yesterday that I was there (a few days ago) I had ordered salad and it was brought out with frozen tomatoes but the waitress then was great also she must have been watching the table because as soon as I put one in my mouth (God knows what facial expression I must have had) she came over and asked if everything was ok, took back the salad and gave me a new one with tomatoes that were not frozen. Again the salad I had yesterday was awesome. I'll probably be back to have the shiraishi shrimp once I'm done with my detox, they are pretty good if you don't mind a little spice.I'm giving them 5 stars based on my recent experience they have done a 180 from the time they opened the customer service has improved significantly and the food is tasting the way it should.They had a rough start but they are definitely getting the hang of it."
22,tnM37Gdwr5RaFkDRXBHavg,"Of the ""chain restaurants"" in our neighborhood I am partial to the overall dining experience of Applebee's. Especially after today's visit where ""southern hospitality"" is thriving in the North! I hadn't been served yet but was over whelmed by the hospitality of this staff! Chuck the  manager greeted us at the door with such a warm welcome! He was hands on all over the dining room and has such a great personality! Our waitress Dominique is such a doll and very, very knowledgeable about the menu! She is the type of server that should train other staff  in the etiquette of serving! And of course this atmosphere comes from the general manager, Jamie, who sets the tone with his professional yet warm demeanor. The food we ordered today came quickly and was great! We ordered from both the lunch menu and the new ""create your own"" combos for $19.99. First we started with the Tomato Basil soup that is always a favorite! Lots of options with each but with my lunch combo menu I choose the classic and signature combo for $9.99. I had an exceptional southwestern steak and black bean soup that was chock full of a lot of tender steak meat, black beans topped with cheese, tortilla strips and diced fresh tomato salsa in a spicy amazing soup! The other half was a nice sized southwestern chicken salad with perfectly grilled sliced chicken breast and a nice lime cilantro dressing! We ordered from the $19.99 combo menu the 6oz Sirloin and the half rack double glazed baby back ribs that both were seared and seasoned perfectly with two sides of creamy garlic mash and roast potatoes! One day we will get to their desserts but with the big portions they serve, we never have room! Next time dessert first! Be on the look out for surprise specials this spring!"
23,tnM37Gdwr5RaFkDRXBHavg,"Had a quickie lunch at the Applebee's in the new Lafayette shopping mall in the Bronx. We ordered an array of apps. The Kobe style meatballs were good. The Salsa verde nachos were good but could have had a tad more cheese and meat on them. Double crunch bone in wingsClassic was also very good. I have to say you really get a lot for your money at Applebee's, the portions were larger than I expected!Our entrees were Three cheese chicken penne which is always a winner and Double glaze baby back ribs which were literally finger licking good!The Fiesta chicken chopped saladIs always a nice light alternative that does not feel like your eating lighter!! And the Chicken tortilla soup was very hearty, spicy but could have been more satisfying with more of the chicken meat.  Service was great with our server Elizabeth who was very perky, nice and eager to please! But the real star of this Applebee's is the manager Jamie. The whole time we were there, he was everywhere and with a warm smile. From greeting all the tables, to checking the drinks to even clearing tables, he made this restaurant run smoothly. When you have a good manager, it trickled down to your staff! He sets the tone for the whole restaurant!"
24,tnM37Gdwr5RaFkDRXBHavg,"We have all been to an Applebee's restaurant and pretty much know what to expect. BUT... I was very, very impressed by the ""trial run"" soft opening that was bopping with people tonight!First, shout outs for an amazing staff but especially a very personable Danika, our sweet and knowledgable waitress Katherlyn, an old friend and manager Nicole and General manager Jamie Podojil who ran the show with a cool, upbeat vibe! The whole staff were excited, pumped and willing to please! Enough about the staff already we came to eat and eat well we did! Here's the run down in a nutshell...Frozen drinks were delicious and perfectly made! App of the Chicken Quesadilla Grande was exploding with big chunks of Chipotle Chicken, melted cheese, crisp bacon in huge tortillas!!My Fiesta Chicken Chopped salad was delectably spicy with a jalapeño dressing drizzled over black beans, corn, roasted peppers and onions, lettuce, white cheddar, tortilla strips and excellent chimichurri glazed grilled chicken which made this Tasty Lady muy caliente! Bueno!!My partners had the three cheese chicken penne with fresh basil, creamy Alfredo sauce, bruschetta with a mound of perfectly grilled chicken atop! A classic Turkey breast sandwich was served in a freshly toasted ciabatta roll with smoky mayo that was simple yet done divinely!And last but not least the lunch combo of oriental chicken salad with fried chicken, oriental greens, almonds tossed in a off the flavor charts oriental vinaigrette  and Honey pepper chicken tenders that were seasoned and prepared flawlessly! Now dessert... ARE YOU KIDDING ME!!  We had no room for dessert with the large portions served, that will have to wait for another visit! I don't know if this place had beginners luck or cast a magic spell on us, but we will be returning again, and again and well you get the idea!  Great job Applebee's, all your restaurants should run this smoothly and deliciously!"
25,tnM37Gdwr5RaFkDRXBHavg,"There's a new Applebee's in town at 815 Hutchinson River Pkwy, next to the new Target and they are giving free food out tonight! We tried the pretzels with cheese dip, chili, French onion soup, tomato basil soup, chicken tortilla soup, the ultimate trio, we picked the pretzels with cheese dip, wings, honey BBQ chicken and we also ordered the sliders with a side of mash. Everything was great and the staff was super friendly!"
26,tnM37Gdwr5RaFkDRXBHavg,I ordered the all you can eat special which consisted of one of three entrees: chicken fingers and fries; shrimp and fries; or rib tips and fries. I started out with the rib tips which were okay then went to the shrimp and fries. The shrimp were soft to the touch which meant they weren't good. Also they were tiny and fried in old grease cause the outside of the shrimp was dark brown in color. So I sent them back. Then I ordered the chicken fingers. They were lukewarm. Okay. But nothing to write home about. Needless to say I will not order that again and will think twice before going back to this particular Applebee's.
27,tnM37Gdwr5RaFkDRXBHavg,I just want to start off by saying this is one of the best Applebees I enjoy dining in when the right people are working. I am a regular here at throggs neck and I always ask for Dennise. Her name should be speedy because she works fast with the sense of urgency she is hands down one of best waitresses there and perhaps the only one that seems to care a lot for her guests and her co-workers. I've seen good days and bad days here but honestly it comes down to the work environment. Structure needs to be addressed. I've been in many Applebees and I realized a few things on my visits here this place lacks apple buddy system there is no flow everyone is all over the place I am flabbergasted that no one wears headsets anymore which is probably why things get haywire and there seems to be no communication between the foh Or the boh.  Overerall this place needs better staff and management.
28,tnM37Gdwr5RaFkDRXBHavg,"This Applebee's is almost as bad as the one on 125st in Harlem that's close now, this would be the seventh time coming here & only twice they got my order right, I know it sounds like Iam a sucker for bad service, but it's not that, it's in my neighborhood & I would to see it do good.....Applebee's upper management help!!!!!!"
29,tnM37Gdwr5RaFkDRXBHavg,"POOR...I had a worst experience at this store. The waitress was so unprofessional. She took s long time to take our orders. Our drinks sat at the bar for at least 10 minutes, that I asked the manager that was walking by if he could ask someone to bring them over. He ended up bringing them himself. The food can out cold. Finally, when it was time for us to pay our bill the waitress list my debit card. Never came over to tell us what was happening and we sat and waited for 30  plus minutes. Card never was returned to me. The manager was very useless and did not take action like a manager should. They were Ll looking for my card and didn't even let me know what was taking so long. The funny thing is that the waitress looked overwhelmed with only 2 tables and one of them was mine a party of 2. Very incompetent. Will never go there again."
30,tnM37Gdwr5RaFkDRXBHavg,This place is the worst no water no menus waited 35 min for a drink -the waiter is preoccupied with settling checks . Table dirty this place is the worst
31,tnM37Gdwr5RaFkDRXBHavg,"My family and I came to Applebee's for dinner. Each one of our orders was bad. Cold or undercooked. Ordered a baked potato and it was hard as a rock. Chicken was cold. Even my iced tea had a strange taste. $70 dinner, left hungry. Will never come here again."
32,tnM37Gdwr5RaFkDRXBHavg,Very long wait & it was no where near busy. Waited 20 min for a waitress to take our order and that's only because I asked for a waitress.
33,tnM37Gdwr5RaFkDRXBHavg,"Today, March 19, 2018, I went to the Throggs Neck Applebee's to celebrate lunch with my family. I would like to add we frequent this location often but during peak hours. The waitress, Lousita ""Lucy,"" barely came to the table. Half the orders were cooked well but the other half were not. The chicken was undercooked for dishes and then replaced; however, the replacements were not seasoned. Because we couldn't access Lucy, we asked the host to bring a manager. He had an attitude but said he'd let the manager know. After 45 minutes of waiting (oh and Lucy didn't come back to the table), we noticed the manager Jose Valdez assisting another table. My husband had to get up and ask Mr. Valdez to return to the table to discuss the poor service and poor food quality preparation. Mr. Valdez failed to make eye contact. Then came with a compensated receipt that wasn't even the correct items purchased. So the receipt was not adequately compensated and the complaint was not addressed. We paid the bill because we simply could not waste anymore time in the restaurant. We will be contacting corporate and the franchise owner with a detailed complaint and copies of the different receipts. This complaint was written to advise potential patrons to visit during peak hours when the restaurant has it's A-team on staff or to go to the Applebee's in the Hutchinson Metro Center. It always exemplifies professionalism and courtesy."
34,tnM37Gdwr5RaFkDRXBHavg,I'm not a fan of chain restaurants but on a whim I came to Applebee's and I must admit it was yummy. Ok the service is not the best but I did get my food quickly and the bar keep was on her game. I'm a convert.
35,tnM37Gdwr5RaFkDRXBHavg,"Went for breakfast this morning and broughtvxvnxmmnz our family 8 people total. Our waitress was absolutely the sweetest person and certainly tried her best to provide the best service possible under the circumstances. We have been to this Applebee's on 3 other occasions and the service and food was good. Today was something completely worse. We waited over an hour to be served our breakfast. Our waitress was the only waitress for the whole restaurant plus the hostess. We watched other tables getting served as we continued he to wait. Our waitress kept apologizing and eventually brought us a plate of fries due to our 2 year old was screaming for food for 20 mins. At this point our waitress had gone into the kitchen to help get the food out. While she was in there a group of military personnel came in with a party of 10 people. They waited to be seated and even approached the kitchen doorway to call back for help but with the waitress being all alone in the front and having to help in the back the group got tired of waiting and eventually walked out. At this time we still had not received our food and began to watch 6 other employees strolling in before 12pm. Clearly only there for a paycheck and not a team player and didn't care about their fellow employee running around like crazy. They sat ate breakfast, drank coffee, walked around talking to each other and sat on their phones for a good 30 mins. Not once did they pay attention to the waitress that was the only one working. The one gentleman came in and sat down in a hoodie watching everything going on and didn't even approach the group of 10 military people that had walked in. He watched them standing at the front, placing tables together on their own and saw them at the kitchen door yelling to the back. He never got up to let them know someone would be there to help them or try and seat them. He watched them walk right out the door. Finally we received our food and not one of the orders were okay. The food was disgusting!! Watery eggs, over cooked steak dried out, burnt food, missing items we ordered,  jalapeños in food that someone can't consume due medical reasons!! This place was SEVERELY under staffed and our poor waitress suffered the whole morning into the afternoon which we can say cause we waited from 10:30 on to get food!! I feel bad for our waitress that a manager would allow a place to be run that way and sorry for her that her own coworkers would literally just sit and watch the chaos she was stuck in and not even care enough to get up from their group table in the back of the restaurant!!! So sad we will unfortunately never return to Applebee's for breakfast and looks like we are going back to family breakfast somewhere else!!"
36,tnM37Gdwr5RaFkDRXBHavg,My daughter has a food allergy everything that continues beef products and ingredients. So the manager Jamie  Podojil made  her food himself and she said it was delicious yummy shrimp and baked potato. I will keep coming to this restaurant every single time bc they are very attentive.
37,tnM37Gdwr5RaFkDRXBHavg,My daughter has a food allergy everything that continues beef products and ingredients. So the manager Jamie  Podojil made  her food himself and she said it was delicious yummy shrimp and baked potato. I will keep coming to this restaurant every single time bc they are very attentive
38,tnM37Gdwr5RaFkDRXBHavg,Don't get me wrong the three stars are more because of the food which was by far so nasty I couldn't finish my steak. I ate my mashed potatoes and broccoli instead. But the service was on point. I know it's not their fault for the food but we did go to eat not to see the servers. The lady who took care of us was super attentive and saw to it to make our experience better. The icing on the cake was the manager who discounted it from the check. Major plus. If the food improves we might go back because of the service but right now definitely not the food.
39,tnM37Gdwr5RaFkDRXBHavg,"Omg. I love this place. Staff is always on point with my orders and I have never had a problem with my food. I love how nice and genuine Denise is always when welcoming. From there I make my way to the bar and LET ME TELL YOU!!! Elizabeth makes the BEST drinks. I love her and she knows how to treat customers. Again. This is the best apple bees ive ever been too. Food is great, service is amazing and never had a bad experience I recommend coming here. Especially with the family. Another thing I love. Is NEVER having to wait 10 years for the food. It comes out in 5 mins"
40,tnM37Gdwr5RaFkDRXBHavg,Should have no stars. Service is terrible food is terrible. Waiter lied to us and ignored his tables. Really bad experience trust me go to one of the other food places in the shopping center.
41,tnM37Gdwr5RaFkDRXBHavg,"I came with my family for dinner and they didn't even have silverware like wtf ? I tried to avoid all the other locations in the bronx and i came here thinking it was going to be a great experience ?? Shittiest place yet...they have us plastic silverware for steak !!!! Don't come here. Then what we ordered came and we all got different orders that WE DID NOT ORDER. My chicken was then burned and i said i can't eat this. This whole place is bad, people just don't seem to want to work here. Luckily our waiter was nice. DO NOT COME HERE"
42,tnM37Gdwr5RaFkDRXBHavg,"Came to eat here for a party of four.Got a seat really quick so that's a plus. Waitress came relatively quick and took our orders. Appetizers came in a few minutes but the entree is where the real delay occurred.Waited approximately 45 minutes for the food. And of course when it came the food was burnt / dry. We had tilapia and steak. Not the easiest dishes to cook but still. Manager was nice enough to sort new dishes for us, so that's what gives this place that extra star. Expected more from this place. Looks like many customers have a problem with their wait times. Hopefully they read these reviews and decide to get it together."
43,tnM37Gdwr5RaFkDRXBHavg,Today is Veterans Day. I went to this establishment with my parents this afternoon. The wonderful treatment of our veterans is very much appreciated by my family and neighbors. The food was great as well as the service. Never Forget and Thank everyone for their service.
44,tnM37Gdwr5RaFkDRXBHavg,"Honestly, if I could give a zero I would. I've come here twice and both times the wait time to even have someone come take our order was ridiculous!! Second time we had to actually go find someone to take our order!!! A manager came and took the order. The place was not even crowded. The doos comes out room temperature too. If people would stop hanging out and actually do their job the place would actually be manageable. Won't be going back. WILL tell people how awful this place is."
45,tnM37Gdwr5RaFkDRXBHavg,"I wish I could like this place more. I like that they have a good variety of kids meals and unlimited soda. But the overall environment is really loud so we feel really anxious with family children and baby and having to basically talk very loud to hear each other over the loud ambiance music and overall loud atmosphere, since everyone is pretty much talking loud too cause of the loud music. Every time we go there our orders take really long (we're 2 adults and 2 children 6 and 10 and a baby that doesn't really count). We've seen people coming after us and getting their orders first. Now I know larger orders take longer, but when you're dealing with hungry children and a baby that can wake up and/or get real cranky and ruin the whole lunch/dinner and you can't even have one of their nice drinks because we're driving and parenting. It really sucks that your orders take that long. I really love the half lettuce salad and the ribs are delicious. I keep coming back because I love the food, but it's always a tense experience with all that was stated above. The staff is alright, I was just disappointed that last time we went there with the baby the waitress didn't know how to secure the baby car seat to their high chair and she didn't make much of an effort. So we were left cracking our brains alone trying to figure out how to secure the chair. Eventually we got it right but it was definitely a frustrating situation."
46,tnM37Gdwr5RaFkDRXBHavg,"I am writing about food.The place at 1h30 pm was kind of empty.I and my wife order 2 for 26.00.The chicken taco was good.I did order steak with fries& veg.She order three cheese pasta with chicken .without kidding. .the steak like rubber..you can chew it like gum..I will be afraid to feed it to my dog as he may not chewing it and end up suffocated. My wife.s dish was edible, but nothing special.Service was good.The meat/steak  that they used is really the lowest grade you can get ....Having decent quality meat end up bringing more return customer,  otherwise no body should risk loosing teeth because you decide to save money and buying rubber cuts."
47,tnM37Gdwr5RaFkDRXBHavg,Like always the food and service was great.This time I ordered the cedar grilled lemon chicken. It came with rice that tasted like it was boiled in dish water.
48,tnM37Gdwr5RaFkDRXBHavg,I went to eat today with my wife and daughter. Greeter tells me as soon as I walk in that both chef called out and not enough servers. He also tells me you can sit here if you want but food going to be long. If you have no chef working why did you open?
49,tnM37Gdwr5RaFkDRXBHavg,Always feel great about this place staff are super nice and pleasant  to work with.This is my favorite spot for lunch since they have tons of parking .
50,tnM37Gdwr5RaFkDRXBHavg,"About a month or so ago, I decided to dine at Applebee's for breakfast with my family.  Upon arrival my older son had an epic meltdown - WWIII style. He is on the spectrum.  My MIL and I tried to calm him down and the manager Jamie came by to check on us. I was totally embarrassed as my son doesn't have frequent meltdowns of this epic proportion.  We finally got my son to calm down and sit at the table. I went to the restroom to compose myself (meaning cry and get it out of my system). Upon leaving the bathroom Jamie was with his team doing their morning meeting. I passed by and apologize for what happened and he was just so kind, sweet and understanding - I wanted to cry again but this time because he was so caring. Usually parents of children with special needs just get looks from people instead of offering help.  I just want to take a moment to do this review because of the importance of acceptance and tolerance of people with special needs.  Thank you Jamie and your staff for making us feel welcomed. You went out of your way to make our dining experience as stress free as possible.  We went back a week later and Jamie personally attended to us. My son was calm and placed his order. Jamie came back making sure we were all taken care of.  Can't thank you enough.  You're a #1 Manager in our book!"
51,tnM37Gdwr5RaFkDRXBHavg,I took a seat at the bar. It took the  young lady 12 minutes to come over to me. Only two people at the bar at the time. I order a stella ...no stella...I order a Corona regular ...no corona regular . Smh. I then order a blue moon...no orange...smh again. She's busy talking to her coworkers. It took her  over  20  minutes to come over and take my order. I ask her if then going to replace the empty keg of Stella. It took her 25 minutes to come over to me. Just to tell me no...so I order water...The place wasn't busy at the time. Last time I come to Apple bees...some of these servers forget to focus on the customers.
52,tnM37Gdwr5RaFkDRXBHavg,"This was the worst restaurant experience ever. I brought my poor father for his birthday, and the service was horrible. First, we walk in and waited around 20 minutes for a table. During these 20 minutes a family, who came in after us, was seated before us. Eventually, we got our table, without utensils or napkins. After waiting a whole hour and a half we finally get our food, cold. My father deserved better. The staff was nowhere to be found, and workers were walking around doing nothing. -1/10 would not recommend going to this Applebee's."
53,tnM37Gdwr5RaFkDRXBHavg,"Just bad. Musta been on a bad night. Idk. Idc...it was 9 pm I was hungry. Went there to get something fast but nope...Had to wait 10 mins to be seated when half the place was empty.. Waited another 10 mins and no server came by. No greeting from anyone. No body asking us for drinks n etc.. The typical...I looked around and don't see a single server. So I figured they must be pressing the automated system. So I order food and waters.on this crap device. The salad came out. I asked the guy who brought it to us if our waters were on the way before I can ask him about utensils. Dude bolts out...He leaves and comes back. I ask him if we can get something to eat this salad with. Leaves. Comes back with them. Later I ask someone  for more napkins. He tells me ""to wait till I see my server as ask him"" I asked him who is my server. All I had was some guy with his hat on backwards bring me a salad that I had to order thru this iPad wanna be.. He reluctantly hands me a stack of napkins...what a dick. He cuda given them to me the whole time but wanted me to wait for this mythological server whom I've never seen???? So....it gets better trust me... I then realize where all the servers are. They are all tending to a large party of 10-12 ppl. Like 5 servers all bringing out food and drinks and more food n etc. It's so bad that other people are now walking out... So I did the same after waiting 20 mins and seeing the staff/bartender/cooks/ & dishwashertend to this ""huge"" party.. Thanks. I'll never go to an Applebee's ever again."
54,tnM37Gdwr5RaFkDRXBHavg,"Nothing like a loud horn, flashing lights, and unapologetic waitstaff to drive a good review down the drain. Our whole meal was overshadowed by fire lights. Reassurances from the waitstaff that it would subside were essentially false."
55,tnM37Gdwr5RaFkDRXBHavg,"11/24/2017        Went here for drinks and appetizers, drinks and service was not bad, the BAD part was when the food came so did a roach!!! The manager came over and apologized saying this was because of the pet store next door. If they know about this problem they should try and address it !!!"
56,tnM37Gdwr5RaFkDRXBHavg,Most likely you've been to an Applebee's so you already know their food & prices . This location is probably the best one in the Bronx. The food was about the same as anywhere else nothing bad to say about it. The service was good & I didn't have to wait too long to be seated or get my food. A good place to go to if you like Applebee's but I'm not crazy about their prices or their menu
57,tnM37Gdwr5RaFkDRXBHavg,"ok so ive been here two times before so i came back today... it was bad from the start first it took 20 mins for the bar tender to even say hi (the location wasn't busy) then he took our drink orders and disappeared for another 10min till i seen him walking by and told him we wanted to order  food then had us wait cuz he was going to make our drinks ,  it took about 25 min for the food to come and everything was cold . even better they burned  the taco shells  .. i font understand why the manger snd all the wokers just stood around talking most of the time ... and im allergic to oranges and the bar tender put it in my drink any way (he say i thought you ment don't put orange juice and an orange in it ) it was a sangria pitcher i didn't see it till after i drank a cup of it !!!!!!!never coming back again"
